Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
3,7.56,7.56,1,7.40,7.40,2,7.52,7.52,4,7.97,7.97
3,9.75,17.31,1,9.73,17.13,2,9.68,17.20,4,9.86,17.83
3,9.63,26.94,2,9.29,26.42,1,9.19,26.39,4,9.48,27.31
3,9.47,36.41,2,9.42,35.84,1,9.40,35.79,4,9.69,37.00
3,10.18,46.590,2,9.66,45.501,1,9.69,45.471,4,10.23,47.222
