Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME
1,6.79,6.79,2,6.91,6.91,3,6.97,6.97,4,7.13,7.13,5,7.28,7.28
1,8.78,15.57,2,8.84,15.75,3,8.98,15.95,4,8.90,16.03,5,8.94,16.22
1,8.43,24.00,2,8.38,24.13,3,8.32,24.27,4,8.37,24.40,5,8.46,24.68
1,8.57,32.57,2,8.56,32.69,3,8.50,32.77,4,8.48,32.88,5,8.57,33.25
1,8.75,41.32,4,8.83,41.52,2,8.70,41.47,3,8.60,41.48,5,8.61,41.86
