XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
1,13.19,13.19,2,13.31,13.31,3,13.43,13.43,4,13.54,13.54
1,10.23,23.42,2,10.20,23.51,3,10.19,23.62,4,10.20,23.74
1,10.09,33.51,2,10.09,33.60,3,10.10,33.72,4,10.07,33.81
1,9.81,43.32,2,9.81,43.41,3,9.81,43.53,4,9.86,43.67
1,9.71,53.03,2,9.72,53.13,3,9.70,53.23,4,9.64,53.31
1,9.84,1:02.87,2,9.87,1:03.00,3,9.87,1:03.10,4,9.87,1:03.18
1,9.81,1:12.68,2,9.83,1:12.83,3,9.88,1:12.98,4,9.86,1:13.04
1,9.85,1:22.53,3,10.03,1:22.86,2,9.58,1:22.56,4,9.99,1:23.03
2,9.87,1:32.397,3,10.13,1:32.985,1,9.66,1:32.213,4,10.04,1:33.070
