Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
1,7.21,7.21,2,7.38,7.38,3,7.54,7.54,4,7.66,7.66,5,7.95,7.95
1,9.62,16.83,2,9.68,17.06,3,9.60,17.14,4,9.68,17.34,5,9.86,17.81
1,9.24,26.07,2,9.36,26.42,3,9.36,26.50,4,9.27,26.61,5,9.57,27.38
1,9.49,35.56,2,9.32,35.74,3,9.37,35.87,4,9.40,36.01,5,9.70,37.08
1,9.79,45.347,2,9.66,45.392,3,9.60,45.467,4,9.69,45.694,5,10.08,47.155
