van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME
4,15.04,15.04,5,15.18,15.18,3,15.02,15.02,2,14.92,14.92,1,14.81,14.81
1,10.73,25.77,5,10.93,26.11,4,11.00,26.02,2,10.94,25.86,3,11.15,25.96
1,10.97,36.74,5,10.99,37.10,3,10.86,36.88,2,10.89,36.75,4,10.93,36.89
2,10.01,46.75,5,9.92,47.02,4,10.02,46.90,1,9.94,46.69,3,9.96,46.85
1,10.23,56.98,5,10.29,57.31,4,10.29,57.19,2,10.32,57.01,3,10.26,57.11
1,9.41,1:06.39,5,9.63,1:06.94,4,9.61,1:06.80,2,9.51,1:06.52,3,9.59,1:06.70
2,9.42,1:15.81,5,9.38,1:16.32,4,9.40,1:16.20,1,9.28,1:15.80,3,9.43,1:16.13
2,9.62,1:25.43,4,9.47,1:25.79,3,9.43,1:25.63,1,9.45,1:25.25,5,9.76,1:25.89
3,,1:35.163,4,9.44,1:35.211,2,,1:35.134,1,9.68,1:34.93,5,10.14,1:36.005
