HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.83,6.83,2,6.96,6.96,3,7.13,7.13
1,8.88,15.71,2,8.86,15.82,3,8.89,16.02
1,8.44,24.15,2,8.43,24.25,3,8.39,24.41
1,8.60,32.75,2,8.68,32.93,3,8.62,33.03
1,8.76,41.508,2,8.80,41.724,3,8.74,41.763
