Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
3,13.69,13.69,4,13.86,13.86,2,13.68,13.68,1,13.56,13.56
4,10.43,24.12,3,10.16,24.02,1,10.14,23.82,2,10.38,23.94
4,10.33,34.45,3,10.39,34.41,1,10.43,34.25,2,10.35,34.29
1,9.92,44.37,4,10.21,44.62,2,10.17,44.42,3,10.21,44.50
1,9.68,54.05,4,9.86,54.48,2,9.76,54.18,3,9.86,54.36
1,9.83,1:03.88,4,9.71,1:04.19,2,9.75,1:03.93,3,9.75,1:04.11
1,9.69,1:13.57,4,9.64,1:13.83,2,9.78,1:13.71,3,9.69,1:13.80
1,9.93,1:23.50,1,9.67,1:23.50,3,9.87,1:23.58,4,9.93,1:23.73
2,9.95,1:33.450,1,9.67,1:33.176,3,9.96,1:33.543,4,9.93,1:33.662
