Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Morgan IZYKOWSKI POSITION,Morgan IZYKOWSKI LAP TIME,Morgan IZYKOWSKI ELAPSED TIME
3,13.38,13.38,2,13.26,13.26,1,13.15,13.15,4,13.50,13.50
3,10.52,23.90,2,10.49,23.75,1,10.56,23.71,4,10.55,24.05
1,9.46,33.36,2,9.70,33.45,3,9.89,33.60,4,9.70,33.75
1,9.76,43.12,2,9.77,43.22,3,9.73,43.33,4,9.73,43.48
1,9.56,52.68,2,9.59,52.81,3,9.58,52.91,4,9.60,53.08
1,9.45,1:02.13,2,9.40,1:02.21,3,9.41,1:02.32,4,9.61,1:02.69
1,9.66,1:11.79,2,9.68,1:11.89,3,9.69,1:12.01,4,10.24,1:12.93
1,9.47,1:21.26,2,9.48,1:21.37,3,9.48,1:21.49,4,10.40,1:23.33
1,9.69,1:30.947,2,9.64,1:31.010,3,9.64,1:31.121,4,10.90,1:34.226
