Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Jake POWERS POSITION,Jake POWERS LAP TIME,Jake POWERS ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
2,7.04,7.04,1,6.94,6.94,3,7.17,7.17,4,7.37,7.37
2,8.83,15.87,1,8.79,15.73,3,9.04,16.21,4,8.98,16.35
2,8.38,24.25,1,8.44,24.17,3,8.63,24.84,4,8.57,24.92
2,8.47,32.72,1,8.40,32.57,4,8.69,33.53,3,8.59,33.51
2,8.67,41.381,1,8.67,41.236,4,9.01,42.537,3,8.92,42.427
