WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
1,6.81,6.81,2,6.98,6.98,3,7.21,7.21,4,7.35,7.35,5,7.92,7.92
1,8.75,15.56,2,8.81,15.79,3,8.93,16.14,4,9.12,16.47,5,9.02,16.94
1,8.45,24.01,2,8.43,24.22,3,8.67,24.81,4,8.80,25.27,5,8.51,25.45
1,8.62,32.63,2,8.52,32.74,3,9.01,33.82,5,8.97,34.24,4,8.60,34.05
1,8.84,41.461,2,8.85,41.581,4,9.33,43.150,5,9.13,43.366,3,8.81,42.853
