Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
3,15.06,15.06,5,15.32,15.32,4,15.17,15.17,1,14.86,14.86,2,14.98,14.98
5,17.00,32.06,4,11.50,26.82,3,11.53,26.70,1,11.44,26.30,2,11.42,26.40
5,9.88,41.94,4,10.94,37.76,3,10.93,37.63,1,11.09,37.39,2,11.10,37.50
5,9.72,51.66,4,10.35,48.11,3,10.48,48.11,1,10.54,47.93,2,10.52,48.02
5,9.97,1:01.63,3,9.78,57.89,4,9.92,58.03,1,9.86,57.79,2,9.87,57.89
5,10.23,1:11.86,4,9.86,1:07.75,3,9.57,1:07.60,1,9.63,1:07.42,2,9.62,1:07.51
5,10.45,1:22.31,4,9.74,1:17.49,3,9.78,1:17.38,1,9.74,1:17.16,2,9.76,1:17.27
5,10.90,1:33.21,3,9.67,1:27.16,4,9.79,1:27.17,1,9.73,1:26.89,2,9.80,1:27.07
0,,PEN,2,9.76,1:36.914,4,10.13,1:37.298,1,9.86,1:36.749,3,10.05,1:37.115
