PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
1,7.550,7.550,3,7.850,7.850,4,7.890,7.890,2,7.830,7.830
1,10.230,17.780,3,10.060,17.910,4,10.150,18.050,2,10.070,17.910
1,9.690,27.470,3,9.710,27.630,4,10.120,28.170,2,9.610,27.520
2,9.970,37.450,3,10.090,37.720,4,10.140,38.310,1,9.870,37.390
2,10.120,47.570,3,10.090,47.820,4,10.810,49.130,1,10.060,47.460
