VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME
1,7.25,7.25,3,7.80,7.80,2,7.40,7.40,4,8.10,8.10
1,9.79,17.04,3,9.78,17.58,2,9.77,17.17,4,10.20,18.30
1,9.54,26.58,3,9.25,26.83,2,9.51,26.68,4,9.74,28.04
1,9.75,36.33,3,9.62,36.45,2,9.75,36.43,4,10.04,38.08
1,10.00,46.322,3,10.06,46.504,2,9.99,46.412,4,10.50,48.571
