KIM Cheol Min POSITION,KIM Cheol Min LAP TIME,KIM Cheol Min ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
4,7.43,7.43,1,6.85,6.85,2,7.20,7.20,3,7.28,7.28
4,9.31,16.74,1,9.06,15.91,2,9.18,16.38,3,9.21,16.49
4,8.66,25.40,1,8.64,24.55,2,8.75,25.13,3,8.75,25.24
4,8.86,34.26,1,8.66,33.21,2,8.87,34.00,3,8.80,34.04
4,9.13,43.383,1,8.88,42.088,2,9.05,43.047,3,9.07,43.106
