CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Vanessa BELANGER-MARCEAU POSITION,Vanessa BELANGER-MARCEAU LAP TIME,Vanessa BELANGER-MARCEAU ELAPSED TIME
2,14.38,14.38,1,14.28,14.28,4,14.65,14.65,3,14.55,14.55,5,14.75,14.75
2,11.14,25.52,1,11.14,25.42,4,11.15,25.80,3,11.16,25.71,5,11.08,25.83
1,10.16,35.68,2,10.36,35.78,5,10.34,36.14,3,10.19,35.90,4,10.16,35.99
2,10.07,45.75,1,9.95,45.73,5,9.97,46.11,3,10.02,45.92,4,10.02,46.01
2,10.18,55.93,1,10.10,55.83,5,10.13,56.24,3,10.11,56.03,4,10.13,56.14
2,10.19,1:06.12,1,10.18,1:06.01,5,10.21,1:06.45,3,10.25,1:06.28,4,10.22,1:06.36
2,10.11,1:16.23,1,10.13,1:16.14,5,10.12,1:16.57,3,10.00,1:16.28,4,10.05,1:16.41
3,10.11,1:26.34,1,10.16,1:26.30,5,9.95,1:26.52,2,10.03,1:26.31,4,10.00,1:26.41
2,9.94,1:36.272,3,10.26,1:36.555,5,10.14,1:36.659,1,9.81,1:36.120,4,10.16,1:36.568
