BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
1,12.23,12.23,2,12.31,12.31,3,12.46,12.46,4,12.63,12.63,5,12.75,12.75
3,10.05,22.28,1,9.86,22.17,2,9.75,22.21,5,9.85,22.48,4,9.66,22.41
3,9.47,31.75,2,9.49,31.66,1,9.38,31.59,5,9.48,31.96,4,9.44,31.85
3,9.51,41.26,2,9.52,41.18,1,9.51,41.10,5,9.52,41.48,4,9.51,41.36
3,9.46,50.72,1,9.41,50.59,2,9.49,50.59,5,9.49,50.97,4,9.49,50.85
3,9.02,59.74,1,8.91,59.50,2,9.03,59.62,5,9.02,59.99,4,9.05,59.90
3,8.73,1:08.47,1,8.60,1:08.10,2,8.64,1:08.26,5,8.97,1:08.96,4,8.97,1:08.87
3,8.87,1:17.34,1,8.74,1:16.84,2,8.67,1:16.93,4,9.10,1:18.06,5,9.32,1:18.19
3,9.21,1:26.549,1,8.89,1:25.731,2,8.95,1:25.879,4,9.53,1:27.589,5,9.73,1:27.917
