HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,13.13,13.13,3,13.37,13.37,2,13.27,13.27,4,13.46,13.46,5,13.57,13.57
2,10.22,23.35,5,10.39,23.76,3,10.20,23.47,4,10.02,23.48,1,9.77,23.34
2,9.46,32.81,5,9.35,33.11,4,9.55,33.02,3,9.42,32.90,1,9.41,32.75
2,9.63,42.44,5,9.65,42.76,3,9.58,42.60,4,9.73,42.63,1,9.50,42.25
1,9.08,51.52,4,9.07,51.83,5,9.24,51.84,3,9.03,51.66,2,9.28,51.53
1,8.84,1:00.36,4,9.01,1:00.84,5,9.13,1:00.97,3,9.04,1:00.70,2,9.06,1:00.59
1,8.59,1:08.95,4,8.72,1:09.56,5,8.73,1:09.70,3,8.77,1:09.47,2,8.59,1:09.18
1,8.63,1:17.58,5,9.10,1:18.66,4,8.84,1:18.54,3,9.04,1:18.51,2,8.81,1:17.99
1,9.02,1:26.60,5,9.02,1:27.687,3,8.96,1:27.50,4,9.15,1:27.667,2,9.12,1:27.11
