Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
1,6.84,6.84,2,7.15,7.15,3,7.39,7.39,4,7.66,7.66
1,9.06,15.90,2,9.15,16.30,3,9.08,16.47,4,9.32,16.98
1,8.74,24.64,2,8.72,25.02,3,8.73,25.20,4,9.05,26.03
1,8.83,33.47,2,8.81,33.83,3,8.98,34.18,4,9.22,35.25
1,9.11,42.574,2,9.22,43.046,3,9.26,43.436,4,9.48,44.722
