WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME
1,6.81,6.81,2,6.92,6.92,3,7.02,7.02,4,7.16,7.16
1,8.64,15.45,2,8.66,15.58,3,8.70,15.72,4,8.63,15.79
1,8.11,23.56,2,8.09,23.67,3,8.12,23.84,4,8.19,23.98
1,8.12,31.68,2,8.14,31.81,3,8.23,32.07,4,8.18,32.16
1,8.26,39.94,2,8.32,40.13,3,8.55,40.62,4,18.65,50.81
