Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,BURNETT Chenai POSITION,BURNETT Chenai LAP TIME,BURNETT Chenai ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Galina MANUILOVA POSITION,Galina MANUILOVA LAP TIME,Galina MANUILOVA ELAPSED TIME
1,17.328,17.328,2,17.358,17.358,3,17.404,17.404,4,17.573,17.573
2,13.041,30.368,1,12.749,30.106,3,13.101,30.505,4,13.087,30.660
3,13.313,43.681,1,13.384,43.490,2,13.054,43.558,4,13.218,43.878
3,11.717,55.397,2,11.892,55.381,1,11.700,55.258,4,11.906,55.783
1,10.794,1:06.190,2,10.864,1:06.245,3,11.082,1:06.340,4,10.966,1:06.749
1,9.968,1:16.158,2,10.063,1:16.307,3,9.992,1:16.331,4,10.572,1:17.320
1,9.997,1:26.155,3,9.979,1:26.285,2,9.949,1:26.280,4,11.141,1:28.461
1,10.042,1:36.196,3,10.106,1:36.391,2,9.981,1:36.260,4,11.858,1:40.319
1,9.95,1:46.144,3,10.04,1:46.425,2,9.91,1:46.165,4,12.07,1:52.384
