Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
2,6.91,6.91,4,7.17,7.17,1,6.78,6.78,3,6.93,6.93
3,9.11,16.02,4,8.97,16.14,1,8.88,15.66,2,8.95,15.88
3,8.54,24.56,4,8.65,24.79,1,8.43,24.09,2,8.41,24.29
3,8.64,33.20,4,8.86,33.65,1,8.58,32.67,2,8.48,32.77
3,8.86,42.055,4,9.13,42.764,1,8.76,41.424,2,8.72,41.482
