Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,6.833,6.833,3,6.966,6.966,4,6.969,6.969,2,6.954,6.954
3,9.254,16.087,1,8.896,15.862,2,9.103,16.071,4,9.189,16.143
4,8.659,24.745,3,8.880,24.741,1,8.591,24.662,2,8.570,24.712
4,8.916,33.661,3,8.878,33.619,1,8.737,33.398,2,8.751,33.463
2,9.13,42.789,4,9.77,43.387,1,9.14,42.533,3,9.34,42.794
