LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Teerit VONGKOVIT POSITION,Teerit VONGKOVIT LAP TIME,Teerit VONGKOVIT ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
1,6.92,6.92,3,7.19,7.19,2,7.07,7.07,4,7.69,7.69,5,7.69,7.69
1,9.07,15.99,3,9.36,16.55,2,9.20,16.27,5,9.79,17.48,4,9.30,16.99
1,8.62,24.61,3,8.90,25.45,2,8.76,25.03,5,9.65,27.13,4,8.72,25.71
1,8.77,33.38,4,9.07,34.52,2,8.84,33.87,5,9.91,37.04,3,8.66,34.37
1,8.93,42.307,4,9.32,43.836,2,9.07,42.932,5,10.58,47.618,3,8.96,43.325
