ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
1,6.92,6.92,2,7.06,7.06,4,7.26,7.26,3,7.18,7.18,5,7.38,7.38
1,8.93,15.85,2,8.89,15.95,5,9.14,16.40,3,9.04,16.22,4,9.00,16.38
1,8.42,24.27,2,8.41,24.36,5,8.92,25.32,3,8.63,24.85,4,8.50,24.88
1,8.56,32.83,2,8.55,32.91,5,9.52,34.84,4,8.91,33.76,3,8.70,33.58
1,8.68,41.51,2,8.74,41.65,5,9.33,44.173,4,9.07,42.836,3,8.76,42.349
