Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME
1,6.69,6.69,2,6.90,6.90,4,7.21,7.21,3,7.01,7.01
1,8.84,15.53,2,8.87,15.77,4,8.82,16.03,3,8.96,15.97
1,8.50,24.03,2,8.39,24.16,3,8.40,24.43,4,8.57,24.54
1,8.64,32.67,2,8.62,32.78,3,8.49,32.92,4,8.57,33.11
1,8.88,41.55,2,8.82,41.60,3,8.84,41.76,4,8.86,41.97
