SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Jeroen HUISKAMP POSITION,Jeroen HUISKAMP LAP TIME,Jeroen HUISKAMP ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
2,6.990,6.990,3,7.022,7.022,4,7.386,7.386,1,6.938,6.938
3,9.360,16.349,1,9.228,16.250,4,9.601,16.986,2,9.328,16.266
2,8.946,25.295,3,9.101,25.351,4,9.179,26.165,1,8.884,25.149
1,8.863,34.157,3,9.029,34.379,4,9.384,35.549,2,9.132,34.281
0,,DQ,1,9.21,43.584,3,9.92,45.469,2,9.81,44.089
