Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME
2,14.03,14.03,4,14.17,14.17,1,13.95,13.95,3,14.13,14.13
2,10.36,24.39,4,10.32,24.49,1,10.38,24.33,3,10.35,24.48
2,9.81,34.20,4,10.06,34.55,1,9.84,34.17,3,9.92,34.40
2,9.42,43.62,3,9.16,43.71,1,9.36,43.53,4,9.45,43.85
2,9.64,53.26,3,9.65,53.36,1,9.58,53.11,4,9.64,53.49
2,9.45,1:02.71,3,9.46,1:02.82,1,9.48,1:02.59,4,9.46,1:02.95
3,9.41,1:12.12,2,9.29,1:12.11,1,9.32,1:11.91,4,9.67,1:12.62
2,9.24,1:21.36,3,9.47,1:21.58,1,9.25,1:21.16,4,10.12,1:22.74
2,9.63,1:30.986,3,9.80,1:31.374,1,9.45,1:30.603,4,10.74,1:33.472
