KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
2,14.65,14.65,3,14.83,14.83,4,14.93,14.93,1,14.62,14.62
2,11.71,26.36,4,11.65,26.48,3,11.48,26.41,1,11.64,26.26
2,10.54,36.90,3,10.54,37.02,4,10.77,37.18,1,10.57,36.83
2,10.07,46.97,3,10.05,47.07,4,9.90,47.08,1,10.06,46.89
2,9.45,56.42,3,9.44,56.51,4,9.62,56.70,1,9.45,56.34
2,8.97,1:05.39,3,9.00,1:05.51,4,8.93,1:05.63,1,8.95,1:05.29
2,8.85,1:14.24,3,8.81,1:14.32,4,8.82,1:14.45,1,8.91,1:14.20
1,8.86,1:23.10,3,9.06,1:23.38,4,9.06,1:23.51,2,9.13,1:23.33
1,8.79,1:31.887,3,9.13,1:32.501,4,9.08,1:32.586,2,9.04,1:32.362
