BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
1,6.89,6.89,2,7.03,7.03,3,7.31,7.31,4,7.55,7.55
1,8.94,15.83,2,8.90,15.93,3,9.09,16.40,4,9.08,16.63
1,8.54,24.37,2,8.53,24.46,3,8.59,24.99,4,8.71,25.34
1,8.63,33.00,2,8.60,33.06,3,8.76,33.75,4,8.85,34.19
1,8.93,41.922,2,8.94,41.997,3,8.81,42.561,4,9.01,43.189
