Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
2,12.46,12.46,3,12.55,12.55,4,12.78,12.78,1,12.40,12.40
4,9.68,22.14,2,9.40,21.95,3,9.22,22.00,1,9.49,21.89
4,8.96,31.10,2,8.95,30.90,3,9.02,31.02,1,8.92,30.81
4,25.25,56.35,2,8.95,39.85,3,8.94,39.96,1,8.94,39.75
4,11.68,1:08.03,2,8.94,48.79,3,8.96,48.92,1,8.98,48.73
4,10.01,1:18.04,1,8.79,57.58,3,8.94,57.86,2,9.00,57.73
4,10.17,1:28.21,1,8.89,1:06.47,3,8.97,1:06.83,2,8.83,1:06.56
4,10.59,1:38.80,1,8.83,1:15.30,3,9.49,1:16.32,2,8.87,1:15.43
4,10.94,1:49.736,2,9.15,1:24.443,3,10.29,1:26.605,1,8.87,1:24.292
