Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Teerit VONGKOVIT POSITION,Teerit VONGKOVIT LAP TIME,Teerit VONGKOVIT ELAPSED TIME
1,7.08,7.08,3,7.54,7.54,2,7.19,7.19,4,7.67,7.67,5,7.98,7.98
1,9.31,16.39,3,9.44,16.98,2,9.31,16.50,5,26.49,34.16,4,9.81,17.79
1,8.89,25.28,3,9.18,26.16,2,8.93,25.43,5,14.56,48.72,4,9.60,27.39
1,9.07,34.35,3,9.28,35.44,2,9.18,34.61,5,11.83,1:00.55,4,9.98,37.37
1,9.33,43.679,3,9.56,44.991,2,9.46,44.064,5,11.73,1:12.276,4,10.37,47.733
