Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
1,15.560,15.560,3,15.900,15.900,4,15.900,15.900,2,15.880,15.880
2,10.880,26.440,4,11.180,27.080,3,11.050,26.960,1,10.530,26.420
1,10.570,37.020,4,10.290,37.380,3,10.300,37.260,2,10.590,37.020
1,9.890,46.910,2,9.700,47.080,3,9.970,47.240,4,10.220,47.250
1,9.970,56.880,3,10.210,57.300,4,10.090,57.330,2,9.790,57.040
1,9.350,1:06.240,4,9.710,1:07.010,2,9.370,1:06.710,3,9.770,1:06.810
1,9.700,1:15.940,2,9.210,1:16.230,4,9.810,1:16.520,3,9.640,1:16.460
1,9.370,1:25.310,2,9.300,1:25.530,4,9.390,1:25.920,3,9.350,1:25.810
1,9.060,1:34.370,4,10.150,1:35.680,3,9.060,1:34.980,2,9.040,1:34.860
