Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME,Jamie SUTTON POSITION,Jamie SUTTON LAP TIME,Jamie SUTTON ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,7.16,7.16,3,7.27,7.27,4,7.64,7.64,2,7.25,7.25
1,9.30,16.46,3,9.69,16.96,4,21.47,29.11,2,9.44,16.69
1,8.96,25.42,3,14.82,31.78,4,11.88,40.99,2,14.47,31.16
1,9.13,34.55,3,10.43,42.21,4,11.47,52.46,2,10.13,41.29
1,9.26,43.806,3,9.71,51.914,4,11.06,1:03.519,2,10.34,51.622
