AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME
2,6.985,6.985,1,6.869,6.869,4,7.317,7.317,3,7.059,7.059
1,9.156,16.140,3,9.523,16.392,4,9.096,16.412,2,9.194,16.252
1,8.823,24.962,4,9.197,25.589,3,9.018,25.430,2,8.735,24.987
1,8.964,33.926,4,9.108,34.696,3,8.966,34.395,2,9.015,34.002
1,9.24,43.159,4,9.22,43.914,3,9.32,43.708,2,9.26,43.262
