Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
4,12.850,12.850,1,12.722,12.722,2,12.837,12.837,3,12.843,12.843,5,13.060,13.060
3,10.239,23.088,2,10.045,22.767,4,10.296,23.132,1,9.852,22.694,5,10.185,23.244
3,9.970,33.057,2,10.158,32.924,4,10.020,33.152,1,10.113,32.807,5,10.076,33.320
4,10.187,43.244,2,10.228,43.152,3,10.088,43.240,1,10.204,43.010,5,10.119,43.439
3,10.294,53.537,2,10.179,53.331,4,10.313,53.552,1,10.269,53.279,5,10.341,53.780
4,9.825,1:03.362,1,9.958,1:03.288,3,9.793,1:03.344,2,10.029,1:03.308,5,9.886,1:03.666
1,9.474,1:12.836,4,10.006,1:13.294,2,9.695,1:13.038,3,9.731,1:13.038,5,9.981,1:13.646
2,9.678,1:22.513,4,9.891,1:23.185,1,9.473,1:22.511,3,9.784,1:22.822,5,10.068,1:23.714
2,10.01,1:32.519,4,10.40,1:33.579,1,9.94,1:32.450,3,10.00,1:32.814,5,10.23,1:33.942
