Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
4,14.030,14.030,2,13.858,13.858,3,13.869,13.869,1,13.837,13.837
4,10.325,24.355,2,10.423,24.280,1,10.333,24.202,3,10.472,24.308
4,10.623,34.978,3,10.602,34.882,1,10.576,34.778,2,10.530,34.837
4,10.171,45.148,2,10.118,44.999,1,10.172,44.949,3,10.163,45.000
4,9.550,54.698,3,9.665,54.664,1,9.598,54.547,2,9.626,54.625
4,9.436,1:04.133,3,9.417,1:04.081,1,9.394,1:03.940,2,9.389,1:04.014
4,9.409,1:13.541,2,9.349,1:13.429,1,9.410,1:13.349,3,9.438,1:13.451
4,9.342,1:22.883,3,9.450,1:22.879,1,9.467,1:22.816,2,9.404,1:22.854
4,9.92,1:32.795,3,9.70,1:32.580,2,9.63,1:32.441,1,9.48,1:32.333
