Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME
2,14.024,14.024,4,14.502,14.502,3,14.166,14.166,1,13.773,13.773
3,10.664,24.688,4,10.914,25.415,2,10.491,24.657,1,10.734,24.506
3,10.598,35.285,4,10.100,35.515,2,10.552,35.208,1,10.214,34.719
3,10.013,45.298,4,10.270,45.784,2,9.874,45.082,1,10.144,44.863
3,9.550,54.847,4,9.319,55.103,1,9.447,54.528,2,9.784,54.647
3,9.610,1:04.457,4,9.685,1:04.788,2,9.659,1:04.187,1,9.357,1:04.004
3,9.630,1:14.086,4,9.610,1:14.397,2,9.542,1:13.728,1,9.556,1:13.559
3,9.492,1:23.578,4,9.554,1:23.951,1,8.863,1:22.591,2,9.392,1:22.951
4,9.91,1:33.487,3,9.34,1:33.282,1,9.75,1:32.335,2,9.60,1:32.547
