van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,GAGNON Claudia POSITION,GAGNON Claudia LAP TIME,GAGNON Claudia ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,12.98,12.98,4,13.28,13.28,3,13.17,,2,13.07,13.07
1,10.01,22.99,4,10.00,23.28,3,9.99,,2,10.01,23.08
1,9.79,32.78,4,9.79,33.07,3,9.81,,2,9.81,32.89
1,9.52,42.30,4,9.52,42.59,2,9.42,,3,9.57,42.46
4,10.16,52.46,3,9.39,51.98,2,9.56,,1,9.44,51.90
4,9.53,1:01.99,2,9.63,1:01.61,3,9.76,,1,9.45,1:01.35
4,9.29,1:11.28,2,9.43,1:11.04,3,9.44,,1,9.48,1:10.83
4,9.56,1:20.84,2,9.49,1:20.53,3,9.47,,1,9.55,1:20.38
4,9.96,1:30.80,2,9.67,1:30.20,3,9.65,,1,9.72,1:30.10
