WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME
1,6.71,6.71,2,6.86,6.86,3,7.00,7.00,4,7.03,7.03,5,7.28,7.28
1,8.66,15.37,2,8.59,15.45,3,8.73,15.73,5,8.87,15.90,4,8.61,15.89
1,8.19,23.56,2,8.20,23.65,3,8.15,23.88,5,8.40,24.30,4,8.26,24.15
1,8.46,32.02,2,8.39,32.04,3,8.34,32.22,5,8.17,32.47,4,8.19,32.34
2,8.56,40.58,1,8.42,40.46,4,8.54,40.76,5,8.53,41.000,3,8.36,40.70
