Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
1,6.49,6.49,4,7.29,7.29,2,6.92,6.92,3,7.12,7.12
1,9.18,15.67,4,9.22,16.51,3,9.34,16.26,2,9.08,16.20
1,8.63,24.30,4,8.82,25.33,2,8.41,24.67,3,9.03,25.23
1,8.60,32.90,4,8.86,34.19,2,8.67,33.34,3,8.92,34.15
1,9.45,42.343,4,9.36,43.541,2,9.18,42.518,3,9.26,43.406
