WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME
1,6.97,6.97,4,7.37,7.37,2,7.27,7.27,3,7.32,7.32
1,8.97,15.94,3,9.25,16.62,2,8.99,16.26,4,9.38,16.70
1,8.63,24.57,2,8.83,25.45,4,35.80,52.06,3,8.87,25.57
1,8.81,33.38,2,8.70,34.15,4,15.15,1:07.21,3,8.71,34.28
1,9.04,42.418,2,8.89,43.032,4,11.83,1:19.038,3,8.88,43.155
