Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
3,7.69,7.69,1,7.34,7.34,2,7.52,7.52,4,7.97,7.97
3,9.97,17.66,1,9.83,17.17,2,9.78,17.30,4,9.93,17.90
3,9.45,27.11,1,9.57,26.74,2,9.53,26.83,4,9.46,27.36
3,9.62,36.73,1,9.72,36.46,2,9.78,36.61,4,9.54,36.90
3,9.93,46.659,1,10.05,46.510,2,9.98,46.590,4,9.92,46.818
