Stephane PERIER POSITION,Stephane PERIER LAP TIME,Stephane PERIER ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,13.05,13.05,3,13.10,13.10,2,13.08,13.08,4,13.22,13.22
3,9.77,22.82,1,9.62,22.72,4,9.75,22.83,2,9.55,22.78
3,9.89,32.72,1,9.89,32.62,4,9.91,32.75,2,9.84,32.63
2,9.81,42.53,1,9.79,42.41,3,9.84,42.59,4,9.97,42.61
4,9.61,52.15,1,9.47,51.89,3,9.44,52.04,2,9.30,51.91
3,9.44,1:01.59,1,9.53,1:01.43,4,9.62,1:01.66,2,9.55,1:01.46
3,9.48,1:11.07,1,9.51,1:10.94,4,9.45,1:11.11,2,9.52,1:10.98
3,9.42,1:20.49,1,9.40,1:20.35,2,9.24,1:20.36,4,9.51,1:20.50
3,9.65,1:30.132,2,9.59,1:29.934,1,9.54,1:29.894,4,9.67,1:30.161
