de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.14,7.14,4,7.55,7.55,2,7.24,7.24,5,7.71,7.71,3,7.53,7.53
1,9.26,16.40,4,9.28,16.83,2,9.25,16.49,5,9.38,17.09,3,9.12,16.65
2,8.89,25.29,4,8.70,25.53,1,8.77,25.26,5,8.73,25.82,3,8.78,25.43
2,9.00,34.29,4,8.90,34.43,1,8.90,34.16,5,8.81,34.63,3,8.90,34.33
2,9.20,43.49,4,9.23,43.661,1,9.12,43.28,5,9.11,43.741,3,9.24,43.571
