Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,6.74,6.74,3,7.12,7.12,2,6.89,6.89,4,7.24,
1,8.72,15.46,4,8.76,15.88,2,8.71,15.60,3,8.53,
1,8.36,23.82,4,8.30,24.18,2,8.37,23.97,3,8.30,
1,8.37,32.19,4,8.49,32.67,2,8.50,32.47,3,8.51,
1,8.85,41.04,2,8.60,41.27,4,9.41,41.88,3,8.99,
