Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,CHENG Xiao Lei POSITION,CHENG Xiao Lei LAP TIME,CHENG Xiao Lei ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
2,14.667,14.667,3,14.756,14.756,4,14.868,14.868,1,14.580,14.580
3,11.087,25.754,1,10.737,25.493,4,10.959,25.826,2,11.051,25.630
3,10.000,35.753,1,10.081,35.574,4,9.987,35.812,2,10.063,35.693
3,9.642,45.395,1,9.574,45.147,4,9.722,45.534,2,9.581,45.274
3,9.519,54.914,1,9.635,54.782,4,9.448,54.981,2,9.612,54.885
3,9.651,1:04.564,1,9.627,1:04.409,4,9.659,1:04.640,2,9.594,1:04.479
3,9.655,1:14.219,1,9.705,1:14.114,4,9.657,1:14.297,2,9.733,1:14.212
3,9.928,1:24.147,1,9.984,1:24.097,4,9.870,1:24.166,2,9.925,1:24.137
1,9.91,1:34.057,2,10.10,1:34.192,4,10.17,1:34.328,3,10.14,1:34.272
