Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
1,7.08,7.08,3,7.30,7.30,2,7.18,7.18
1,9.04,16.12,3,9.14,16.44,2,9.21,16.39
1,8.58,24.70,2,8.53,24.97,3,8.73,25.12
1,8.76,33.46,2,8.60,33.57,3,8.71,33.83
1,8.86,42.32,2,8.89,42.46,3,8.96,42.79
