Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Munkhdori GANTUMUR POSITION,Munkhdori GANTUMUR LAP TIME,Munkhdori GANTUMUR ELAPSED TIME
1,6.83,6.83,2,6.85,6.85,3,7.20,7.20,4,8.06,8.06
1,9.22,16.05,2,9.24,16.10,3,9.21,16.42,4,11.03,19.10
1,8.68,24.73,2,8.80,24.90,3,8.92,25.34,4,10.77,29.87
1,8.85,33.58,2,9.05,33.95,3,8.80,34.14,4,10.75,40.63
1,9.18,42.756,3,9.66,43.601,2,9.36,43.491,4,10.91,51.538
