KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Emily ROSEMOND POSITION,Emily ROSEMOND LAP TIME,Emily ROSEMOND ELAPSED TIME
1,13.9562,13.9562,3,14.1589,14.1589,2,14.0592,14.0592,4,14.3825,14.3825
1,10.3778,24.3340,3,10.5235,24.6824,2,10.4186,24.4778,4,10.3370,24.7195
2,10.4004,34.7344,3,10.1996,34.8820,1,10.2385,34.7163,4,10.2477,34.9672
1,10.1390,44.8734,2,10.1679,45.0499,3,10.3865,45.1028,4,10.3718,45.3390
1,9.8931,54.7665,2,9.9265,54.9764,3,9.9944,55.0972,4,9.9434,55.2824
1,10.0746,1:04.8411,2,10.1222,1:05.0986,3,10.0160,1:05.1132,4,10.1636,1:05.4460
1,10.1123,1:14.9534,2,9.9712,1:15.0698,3,10.1422,1:15.2554,4,10.1136,1:15.5596
2,9.9258,1:24.8792,1,9.7175,1:24.7873,3,9.8647,1:25.1201,4,10.4544,1:26.0140
2,10.13,1:35.004,1,10.12,1:34.902,3,10.29,1:35.407,4,10.72,1:36.726
