Rinat MAZHENOV POSITION,Rinat MAZHENOV LAP TIME,Rinat MAZHENOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
5,7.40,7.40,1,7.02,7.02,2,7.03,7.03,3,7.18,7.18,4,7.38,7.38
4,9.34,16.74,2,9.32,16.34,1,9.17,16.20,3,9.28,16.46,5,9.42,16.80
5,9.10,25.84,2,8.77,25.11,1,8.83,25.03,3,8.75,25.21,4,8.83,25.63
5,9.14,34.98,2,8.97,34.08,1,8.98,34.01,3,9.00,34.21,4,8.77,34.40
5,9.48,44.452,1,9.07,43.143,2,9.14,43.149,3,9.03,43.232,4,9.04,43.431
