HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME
3,14.20,14.20,1,13.89,13.89,2,14.06,14.06,4,14.31,14.31
4,10.43,24.63,1,10.44,24.33,3,10.38,24.44,2,10.12,24.43
3,9.80,34.43,1,9.88,34.21,4,10.18,34.62,2,9.88,34.31
3,9.79,44.22,1,9.86,44.07,4,9.79,44.41,2,9.85,44.16
3,9.88,54.10,1,9.86,53.93,4,9.87,54.28,2,9.87,54.03
3,9.82,1:03.92,1,9.81,1:03.74,4,9.82,1:04.10,2,9.76,1:03.79
3,9.75,1:13.67,1,9.74,1:13.48,4,9.72,1:13.82,2,9.80,1:13.59
3,9.83,1:23.50,1,9.79,1:23.27,4,9.84,1:23.66,2,9.77,1:23.36
3,9.90,1:33.40,1,9.90,1:33.17,4,10.03,1:33.69,2,9.89,1:33.25
