Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Caroline HALLISEY POSITION,Caroline HALLISEY LAP TIME,Caroline HALLISEY ELAPSED TIME
3,7.588,7.588,2,7.390,7.390,1,7.381,7.381,4,7.757,7.757,5,7.844,7.844
3,9.932,17.520,2,9.674,17.064,1,9.590,16.971,4,9.779,17.536,5,9.723,17.566
5,10.731,28.250,1,9.338,26.401,2,9.449,26.419,3,9.477,27.012,4,9.514,27.080
5,8.817,37.067,1,9.488,35.889,2,9.538,35.957,3,9.702,36.714,4,9.893,36.972
4,10.15,47.214,2,9.82,45.706,1,9.65,45.601,3,9.97,46.684,5,10.39,47.356
