Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
4,14.25,14.25,1,12.16,12.16,2,12.70,12.70,3,13.75,13.75
1,10.66,24.91,4,13.19,25.35,3,12.54,25.24,2,11.41,25.16
2,10.45,35.37,4,10.23,35.58,3,10.26,35.51,1,10.13,35.30
1,9.71,45.08,4,9.77,45.35,2,9.63,45.14,3,9.88,45.18
4,10.41,55.50,3,9.95,55.31,2,9.95,55.09,1,9.85,55.04
4,9.87,1:05.37,3,9.82,1:05.13,2,9.85,1:04.95,1,9.87,1:04.91
4,9.73,1:15.11,3,9.89,1:15.02,1,9.69,1:14.64,2,9.90,1:14.81
4,9.96,1:25.07,2,9.77,1:24.80,1,9.95,1:24.60,3,10.04,1:24.85
4,10.63,1:35.698,3,10.33,1:35.128,1,10.33,1:34.930,2,10.22,1:35.061
