Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,LIU Cuijia POSITION,LIU Cuijia LAP TIME,LIU Cuijia ELAPSED TIME,LEE So-Hee POSITION,LEE So-Hee LAP TIME,LEE So-Hee ELAPSED TIME
0,8.148,8.148,0,7.335,7.335,0,7.167,7.167,0,8.106,8.106
0,9.959,18.107,0,9.487,16.823,0,9.835,17.002,0,9.809,17.915
0,9.376,27.484,0,9.322,26.144,0,9.092,26.093,0,9.722,27.636
0,9.635,37.119,0,9.166,35.310,0,9.626,35.720,0,9.774,37.410
0,,,0,,,0,,,0,,
