GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME
3,7.28,7.28,4,7.61,7.61,1,7.07,7.07,5,7.73,7.73,2,7.20,7.20
3,9.15,16.43,4,9.32,16.93,1,8.81,15.88,5,9.46,17.19,2,9.09,16.29
3,8.49,24.92,4,8.85,25.78,1,8.45,24.33,5,9.07,26.26,2,8.49,24.78
3,8.69,33.61,4,8.96,34.74,1,8.61,32.94,5,9.11,35.37,2,8.55,33.33
3,8.91,42.52,4,9.30,44.04,1,8.73,41.67,5,9.38,44.75,2,8.85,42.18
