Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME
1,7.02,7.02,3,7.39,7.39,2,7.07,7.07,4,9.39,9.39
1,9.45,16.47,3,9.22,16.61,2,9.51,16.58,4,10.26,19.65
1,8.78,25.25,2,8.80,25.41,3,8.87,25.45,4,9.24,28.89
1,9.02,34.27,3,9.24,34.65,2,8.92,34.37,4,9.25,38.14
2,9.22,43.488,3,9.48,44.125,1,9.10,43.467,4,9.66,47.800
