Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,KONG Xue POSITION,KONG Xue LAP TIME,KONG Xue ELAPSED TIME
4,13.79,13.79,1,13.47,13.47,3,13.59,13.59,5,13.91,13.91,2,13.50,13.50
4,9.97,23.76,1,10.08,23.55,2,10.01,23.60,5,10.02,23.93,3,10.12,23.62
4,10.05,33.81,2,10.09,33.64,1,10.03,33.63,5,9.97,33.90,3,10.04,33.66
4,9.85,43.66,2,9.77,43.41,3,9.92,43.55,5,9.88,43.78,1,9.67,43.33
4,9.73,53.39,1,9.66,53.07,3,9.74,53.29,5,9.71,53.49,2,9.83,53.16
4,9.83,1:03.22,1,9.83,1:02.90,3,9.83,1:03.12,5,9.88,1:03.37,2,9.83,1:02.99
4,9.72,1:12.94,2,9.83,1:12.73,1,9.57,1:12.69,5,9.85,1:13.22,3,9.77,1:12.76
3,9.77,1:22.71,4,10.05,1:22.78,1,9.45,1:22.14,5,10.20,1:23.42,2,9.87,1:22.63
3,9.91,1:32.617,4,9.97,1:32.741,1,10.07,1:32.206,5,10.62,1:34.036,2,9.80,1:32.421
