J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
1,6.745,6.745,2,6.892,6.892,3,6.973,6.973,4,7.180,7.180
1,9.126,15.871,2,9.099,15.990,3,9.059,16.032,4,8.978,16.157
1,8.888,24.759,2,8.786,24.775,3,8.847,24.879,4,8.780,24.937
1,8.895,33.654,3,9.126,33.901,4,9.205,34.083,2,8.916,33.852
1,9.37,43.021,3,9.31,43.207,4,9.62,43.699,2,9.26,43.103
