MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME
2,7.84,7.84,3,7.97,7.97,1,7.54,7.54,4,8.19,8.19
2,9.72,17.56,3,9.70,17.67,1,9.66,17.20,4,10.04,18.23
2,9.22,26.78,3,9.22,26.89,1,9.40,26.60,4,9.61,27.84
2,9.48,36.26,3,9.58,36.47,1,9.64,36.24,4,9.75,37.59
1,9.86,46.12,3,9.76,46.238,0,9.97,46.21,4,10.01,47.603
