REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.58,6.58,4,7.05,7.05,2,6.75,6.75,3,6.91,6.91,5,7.23,7.23
1,8.59,15.17,4,8.77,15.82,2,8.63,15.38,3,8.58,15.49,5,8.89,16.12
1,8.47,23.64,4,8.38,24.20,3,8.46,23.84,2,8.23,23.72,5,9.17,25.29
1,8.69,32.33,4,8.57,32.77,3,8.64,32.48,2,8.69,32.41,5,10.26,35.55
1,8.86,41.181,4,8.86,41.621,3,8.92,41.399,2,8.92,41.327,5,11.14,46.671
