Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
3,16.326,16.326,2,16.103,16.103,1,15.741,15.741
3,10.991,27.317,2,11.155,27.257,1,11.404,27.144
1,10.111,37.427,3,10.218,37.475,2,10.301,37.445
3,10.289,47.716,1,10.038,47.513,2,10.069,47.513
3,10.221,57.936,1,10.112,57.624,2,10.114,57.627
3,10.002,1:07.938,1,9.995,1:07.619,2,10.168,1:07.794
2,9.866,1:17.803,1,9.685,1:17.303,3,10.385,1:18.178
2,10.063,1:27.865,1,9.940,1:27.243,3,10.787,1:28.964
2,10.18,1:38.039,1,9.92,1:37.161,3,11.03,1:39.986
