Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,MO Ming-Jui POSITION,MO Ming-Jui LAP TIME,MO Ming-Jui ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
4,14.074,14.074,3,14.042,14.042,5,14.188,14.188,2,14.041,14.041,1,14.036,14.036
2,10.693,24.767,3,10.829,24.871,5,10.941,25.129,4,10.926,24.967,1,10.708,24.744
1,9.484,34.250,3,9.748,34.618,5,9.812,34.940,4,9.674,34.640,2,9.840,34.583
1,9.817,44.066,3,9.656,44.274,5,9.989,44.929,4,9.775,44.415,2,9.555,44.137
3,10.416,54.482,2,9.900,54.173,4,10.269,55.197,1,9.669,54.084,5,18.023,1:02.160
2,9.543,1:04.024,3,10.297,1:04.470,4,10.928,1:06.125,1,9.638,1:03.721,5,25.986,1:28.145
2,10.042,1:14.066,3,9.714,1:14.184,4,11.182,1:17.306,1,9.650,1:13.371,5,12.717,1:40.862
3,9.978,1:24.044,2,9.668,1:23.851,4,11.151,1:28.457,1,9.825,1:23.196,5,11.584,1:52.446
3,10.44,1:34.483,2,9.58,1:33.429,4,11.44,1:39.895,1,10.14,1:33.335,0,,DQ
