Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
2,6.91,6.91,1,6.65,6.65,3,7.10,7.10,4,7.18,7.18
2,8.84,15.75,1,8.80,15.45,3,8.91,16.01,4,8.91,16.09
2,8.34,24.09,1,8.49,23.94,4,8.63,24.64,3,8.45,24.54
2,8.43,32.52,1,8.58,32.52,4,8.66,33.30,3,8.63,33.17
1,8.84,41.358,2,8.95,41.465,4,8.89,42.182,3,8.87,42.037
