FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
1,7.373,7.373,3,7.748,7.748,2,7.631,7.631,4,8.191,8.191
1,9.825,17.197,3,9.636,17.383,2,9.567,17.198,4,9.221,17.411
3,9.469,26.666,2,9.188,26.571,1,9.153,26.351,4,9.343,26.754
1,8.700,35.365,3,9.223,35.793,2,9.170,35.521,4,9.079,35.832
1,9.20,44.558,3,8.94,44.727,2,9.05,44.569,4,8.96,44.784
